channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,playlist_id,description
UCPvDKIsrjA_h3g5yZJwCIHA,Tech Classes,16,79200,6221735,303,2020-06-12 12:36:25.298017+00:00,India,UUPvDKIsrjA_h3g5yZJwCIHA,"This is your onestop destination to master the skills, tools, and strategies needed to become a successful in Data Field! 

Hello, Im Ayushi Mishra, a passionate educator with 4 years of experience in Data Science, started my career as a Data Analyst. I created this channel to guide aspiring data professionals like you to land your dream job faster and build a successful career in Data Field.

What Youll Find on This Channel
 Job Preparation
 PortfolioReady Projects 
 Interview Guidance 
 Skill Tutorials 
 Career Advice 

Whether youre learning Data Analysis, Data Science, or just want to know the strategies to build a successful career, our videos will help you get hired faster, enhance your skills, and stay ahead of the curve.

 For Brand Collaborations or Business Enquiries
We welcome partnerships with brands related to data science, analytics tools, career development, and education. Please email us at techclasses0810gmail.com opportunities."
UCQYO2p7JMcCp-9xIZxGP2Sg,Manish Sharma,23,136000,26934548,541,,India,UUQYO2p7JMcCp-9xIZxGP2Sg,"Manish Sharma, International Award Oracle ACE Pro Winning Data Engineer and founder of RebellionRider.com offers free tutorials on SQL, PLSQL, Python, and Oracle Database. Learn from beginner to expert levels, prepare for certifications like OCA and OCP, and boost your IT career.

For paid training, sponsorship, advertising, or speaking engagements, visit RebellionRider.com or email for inquiries."
UCqyBfm_H9ugGirk1ufYA2YA,Learnit Training,22,974000,80915977,568,,United States,UUqyBfm_H9ugGirk1ufYA2YA,"BECOME A MEMBER TO UNLOCK ADFREE VIDEOS

Learnit Training provides ondemand video courses on a wide range of software and subjects. From the deep data tools of Microsoft Excel to the endless creative possibilities of Adobe Photoshop to the collaborative concoction of Microsoft Teams, weve got you covered.

At Learnit, weve been finetuning our teaching methodology for over 25 years. Our videos are specifically designed to emulate the same great experience you get from a live class. Plus, you can learn at your own pace, following along with our tryityourself exercise files.

If youre serious about learning, were serious about providing you with a better learning platform."
UCwdmdyCUX4JmGg3mcA9Hrsg,"Learn Microsoft Fabric, Power BI, SQL Amit Chandak",8,43100,2360953,934,,India,UUwdmdyCUX4JmGg3mcA9Hrsg,"Learn Microsoft Fabric, Power BI, SQL, and Data Analytics with Amit Chandak. Want to learn Power BI, SQL, and Tableau.  With over 600 videos on these topics, we have something for everyone. Whether youre a beginner or an experienced user, youll find the information you need to master these powerful tools.

Our videos cover a wide range of topics, including

Power BI basics
Power Query
DAX
Power BI Service
Power BI App
XMLA endpoint
Advance Power BI
SQL vs Power BI
Power BI Direct Query
Power Bi Dataset
Power BI Dataflow
Tableau
Table calculations
Level of Details
Tableau LOD
Tableau Rank
SQL
SQL Insert, Update, and Delete 
SQL Index
SQL Joins 
SQL Windows functions
If you are preparing for Power BI DA 100, PL 300, this channel provides you with concepts that you need to clear power bi certification. 
Feature by Feature comparison of Tableau and Power BI."
UCuyfszBAd3gUt9vAbC1dfqA,Avery Smith | Data Analyst,10,54000,2169031,405,2020-03-07 14:25:08.496070+00:00,United States,UUuyfszBAd3gUt9vAbC1dfqA,"Hi guys! Im Avery. And Im obsessed with data. Im stoked to be teaching you about python, data science, data visualization, and data analytics. Yay!

Please subscribe to stay up to date with everything Im working on! 

And dont be a stranger, if you have a question ask! You can comment, or find me on most social media platforms."
UCEPBebrT6yUxgj5ZM7rnjdw,CheatSheets,12,372000,37153323,1476,2021-02-21 19:14:23.026804+00:00,United States,UUEPBebrT6yUxgj5ZM7rnjdw,"Daily Excel  Sheets Tips!
 Educating 20M about Excel
FREE AI  Excel Class w Miss Excel
linktr.eeCheatSheets"
UCP6D0bsFuS9TiVRVPnvs3WA,Abbas Imami,9,4710,59691,119,2022-12-25 12:25:50.126121+00:00,United Arab Emirates,UUP6D0bsFuS9TiVRVPnvs3WA,"Hello and welcome, everyone! Im Muhammad Abbas Imami, and my mission is to empower you to make the most of your time at work, freeing you up for activities that truly matter. Here on my channel, youll find expert tutorials covering a range of valuable topics, including

 Microsoft Excel, Power Query, Power Pivot and Power BI
 Corporate Valuation
 Financial Modeling and Valuation
 Business Intelligence and Data Analysis

 Education Background
With a solid educational foundation, Im equipped to provide you with the best insights
 Masters Degree in Business Administration
 Association of Chartered Certified Accountants ACCA
 Microsoft MVP Most Valuable Professional

 Professional Experience
Drawing from a wealth of professional experiences, Ive served in roles that give me a unique perspective
 Business Analyst
 Financial Analyst
 Data Analyst
 BI Developer

 If youre eager to enhance your skills and optimize your work efficiency, hit that subscribe button."
UCTWf13q9s4_P24XwmGAuNJQ,About Business,8,272,12626,61,2023-10-27 00:24:16.969155+00:00,United States,UUTWf13q9s4_P24XwmGAuNJQ,"This channel is about business plans, financial models, business planning tools, MS Excel tools, MS Power BI, SQL Server environment. We are showing how all of these instruments can help you, if you are a small business owner or you just have some business idea in mind.
Piter Pakulski and Natalia Pakulski www.piterpakulski.com post content dedicated to finance and Excel modeling. Piter is a financial analyst with over 16 years of experience in financial modeling. Piter 

We are glad to share what we know with you! 

Follow us!"
UCzAF54cHk1ZO82af-8E3qOQ,CareerFoundry,10,299000,16277974,381,,Germany,UUzAF54cHk1ZO82af-8E3qOQ,"CareerFoundry is a leading online school for career change, dedicated to educating the next generation of tech talent. We offer cuttingedge courses in UX Design, Web Development, Data Analytics, Digital Marketing and UI Design and Product Management, working with the industrys best professionals in each field to create the most thorough learning materials that promise to take you from beginner to jobready guaranteed in 610 months.

Learn about our UX Design, Web Development, Data Analytics, Digital Marketing and UI Design courses here httpscareerfoundry.com"
UCqsOC__lyI9KEVcGHfFEhwg,AmyyCodees,8,219,86947,56,2025-03-26 18:11:23.914976+00:00,India,UUqsOC__lyI9KEVcGHfFEhwg,"Just a normie pookie out here coding tiny dreams into big memories 
Expect chill vibes, latenight bugs, and a lot of why isnt this working?? energy 
Join the chaos, stay for the code"
UCxzU-ZD98xQJOHYfQO4f3CQ,Rushikesh Deshpande,8,1350,91634,35,,Unknown,UUxzU-ZD98xQJOHYfQO4f3CQ,"Welcome!
Dive into the world of data science and analytics with a seasoned professional. With over 3 years of experience in leading MNCs like Cognizant and PwC, I bring you comprehensive courses and practical projects tailored for aspiring data analysts and students.

 Learn the essentials of Python, Excel, Tableau, Power BI and Data Analysis through handson projects and stepbystep guides.

 Master industrystandard tools and techniques to kickstart or advance your career.

 Join a growing community of learners and elevate your data skills today!

Dont forget to subscribe for weekly videos and updates. Lets unlock the power of data together!"
UC-O3_F-UpwzKvSkvO0DW9qg,HR_Navin,10,186000,30135780,1528,,India,UU-O3_F-UpwzKvSkvO0DW9qg,"Hi, Im Navin Kumar, known as HRNavin, and I work as an HR professional in a top productbased IT company. With over 4 years of experience in this field, Ive helped numerous students secure positions in esteemed companies such as TCS, Infosys, Standard Chartered, and many others. Through my expertise, I assist freshers in attaining their dream IT jobs by leveraging the skills Ive acquired.

My specializations are in resume building and optimizing Naukri and LinkedIn profiles to enhance job opportunities. Ive also shared numerous job search strategies along my journey.

My goal now is to make a significant impact on freshers lives by helping them secure their dream jobs through these specializations."
UC9EM16FgJ0yxKW8j9NBpOyQ,Coding With Sagar,11,417000,35809959,193,,India,UU9EM16FgJ0yxKW8j9NBpOyQ,"New in DataScienceAIMLAnalytics? Join us for a fun and practical journey into the coding world, Master Programming languages and its essentials through real life scenarios."
UCwr-evhuzGZgDFrq_1pLt_A,Error Makes Clever,7,1120000,101845318,383,2023-04-10 07:37:38.000808+00:00,India,UUwr-evhuzGZgDFrq_1pLt_A,"Empowering developers to level up their skills through training in software development technologies
Join our community today !"
UCxjinTbUapa-NC5zHOCO3Bg,Wale Gbads,7,71400,1961048,43,2019-12-25 01:42:03.455818+00:00,Canada,UUxjinTbUapa-NC5zHOCO3Bg,I make videos about analytics and stuff
UCE-hZqlkHVDQ9NNs8i0asEQ,laksmiles31,12,950,41574,102,,India,UUE-hZqlkHVDQ9NNs8i0asEQ,"Through this channel I would like to create content of all topics be it creative,technical,educational,entertainment,tips useful in real life as in daily activities.Foremost, I started making  technical tutorials on Tableau BI tool as I have extensive experience on that skill  tool, so that beginners, students and learners of all age can benefitted with out spending a single rupee.I assure that I make the content which will be worthy enough to spend your time on my channel. Hope my content reaches the needy."
UCRNmSv7mAPYiC0Y40TJijAw,Avi Singh - PowerBIPro,8,215000,14261406,389,,United States,UURNmSv7mAPYiC0Y40TJijAw,"I remember how much I struggled when I was a beginner. Now as a Microsoft Power BI MVP,  my mission is to help you go from Power BI Beginner to Power BI Pro! 

 Start with my Power BI Tutorial httpswww.youtube.comwatch?vnn1N0YNx7Uo
 Check out my Full Power BI Training httpswww.LearnPowerBI.comtraining
 Message me on LinkedIn if you need any help httpswww.linkedin.cominPowerBIPro

 Power On!  Avi"
UC_kd2iByS9V3ncttTKLMFmA,Data With Ezekiel,10,6530,74035,39,2023-05-04 12:55:01.782537+00:00,Nigeria,UU_kd2iByS9V3ncttTKLMFmA,"My name is Ezekiel a computer scientist with over 5 years of data analytics experience.

I teach and mentor data analysts.

Follow me here on X twitter.comezekielaleke"
UC1bhYMFuSFREIQ5bgclLDkQ,Adam Finer - Learn BI Online,7,132000,6147526,128,,United Kingdom,UU1bhYMFuSFREIQ5bgclLDkQ,"LearnBI.online is a channel dedicated to demystifying and democratising Business Intelligence for beginners and beyond. We look at things like data analysis, data visualisation as well as business intelligence platforms and tools.

Were here to show you that you dont need to be a data scientist or have a big budget to get started with basic BI for any business, big or small.  All you need are a few simple tools, techniques and concepts that well be featuring and teaching you all about.

Be sure to comment and say hello and let me know if you have any ideas for videos and content youd like to see.

learnbionline httpswww.learnbi.online"
UCU-aPpP8BxAd4mDoP0OL4jQ,Agatha,7,72200,3018124,49,2023-08-18 12:16:57.743742+00:00,United States,UUU-aPpP8BxAd4mDoP0OL4jQ,"Helping you grow your data and tech career  

 ABOUT ME
My mission is to make data knowledge accessible and practical, drawing from my data experience in tech at AWS. I create educational content that shows you how to use data effectively so you gain the clarity and tools to confidently grow your own data career.

 contact infoagathakang.com"
UCGYk3XOgoFpDGCSYERVzF8Q,Chiamaka Igwe,7,3950,115569,56,,Nigeria,UUGYk3XOgoFpDGCSYERVzF8Q,"Welcome to DataChy, your hub for mastering Power BI, Data Analysis, and Business  Intelligence! 

My name is Chiamaka Igwe, a  Microsoft Certified Trainer, Power BI Developer, and Data Analyst 

Whether youre a beginner or an experienced data analyst, my channel provides stepbystep Power BI tutorials, realworld projects, and expert tips to enhance your data visualization and analytics skills.

What Youll Learn
 Create stunning Power BI dashboards for sales, HR, finance, social media and more.
 DAX, Power Query, and Data Modeling for deeper insights.
 Optimize Power BI performance and unlock prolevel features.

Perfect for aspiring Power BI developers and data analysts

 Subscribe now for weekly Power BI content YouTube Channel

Disclaimer The datasets used on this channel are not real they are for demonstration purposes only.


powerbi  powerbitutorial  dataanalysis  businessintelligence  DAX powerquery   datavisualization  learnpowerbi  powerbiproject"
UCW3B-KXjilgoLwAzCaFeLZA,Data Embassy,7,2000,654027,48,,Unknown,UUW3B-KXjilgoLwAzCaFeLZA,Unknown
UCbvmqKDF-dkw8h0fnHuHI_w,Pivotalstats,8,24800,1330036,116,,Ireland,UUbvmqKDF-dkw8h0fnHuHI_w,"Exploring data analytics, data analysis tools  business intelligence platforms, Pivotalstats aims to share  knowledge in bite sized content which is easier to understand and implement in real life scenarios. This channel covers topics like Excel, PowerPoint, SQL, Power BI, Python, Data analysis tools  techniques."
UCgHkiuO3Cny4pzEJNKFoMNA,The Data Boy,7,8,240,24,2023-05-23 21:53:03.790178+00:00,Unknown,UUgHkiuO3Cny4pzEJNKFoMNA,"Im Fortune Samuel by name, I created this channel in order to help aspiring data analyst and the newbies in the tech world achieve their dreams, this channel is dedicated to helping you develop the necessary skills you need to become a proficient data analyst , from basic data analyst concept to advanced techniques, Ill cover it all! Join me on this journey by subscribing to this channel and lets explore the world of data analysis together!"
UC5CugyvTdOloiuTc9nN09TA,Pragmatic Works,10,311000,41366371,2441,,United States,UU5CugyvTdOloiuTc9nN09TA,"Pragmatic Works is a Microsoftfocused training company focused on driving technology adoption through education. We offer OnDemand Learning, live Boot Camps, Private Training, and free events, led by Microsoft MVPs, industry experts, and authors. Try OnDemand for free and enhance your skills with hundreds of courses, including Power BI, Power Apps, Copilot Studio, AI, Azure, Fabric, SQL Server, and more."
UCNaxxuA7eQXvZLQ6CwAknqQ,Weston Palmer,11,3500,1145235,234,,United States,UUNaxxuA7eQXvZLQ6CwAknqQ,"I love using Tableau, but it took a while to understand everything Tableau can do.  I want to help you get up and running faster than I did.  I love reading your comments and hearing your ideas for future videos."
UCzyN5Qn4Cr7jkyp_HLWQ_rg,KnowHow Academy,8,12300,1320003,1014,2023-10-26 12:06:52.640474+00:00,United States,UUzyN5Qn4Cr7jkyp_HLWQ_rg,"Every problem starts with a need, and todays need is a mix of IT, technology, and soft skills. At KnowHow Academy, we bridge this gap. 

From learning core concepts to mastering complex theories and applying them in the real world, we guide you step by step. 

Our goal? Helping you turn learning into earning in the professional world. 

With a handson, experiential learning approach, we equip you with realworld skills through tutorials in highdemand technologies like 

Data Science 

Python 

Power BI 

Power Apps 

Power Automate 

Snowflake 

SQL 

Generative AI GenAI 

Flutter Flow App Development 

Tableau 

Excel 

We simplify IT, from app development, automation, and Excel to nocode platforms and database technologies, making it practical and easy to apply. 

At KnowHow Academy, you dont just learnyou build confidence to innovate and succeed in the techdriven world. 

 Subscribe now!"
UCkndrGoNpUDV-uia6a9jwVg,excelisfun,8,1250000,161352057,3850,,United States,UUkndrGoNpUDV-uia6a9jwVg,"Mike Girvin 17 Year Excel   Power BI YouTuber, 23 years as professor at Highline College, 13 years as an Excel and Power BI author 5 books, and 10 years running an awardwinning boomerang manufacturing company Gel Boomerangs with sports boomerang sales all over the world.  Here at my excelisfun YouTube Channel, I provide free education for the world, with over 3,700 videos, over 100 playlists free classes, over 10,000 downloadable Excel example files, and over 2,000 free pdf notes files. Data analysis, accounting, finance and statistics are my specialty. Hopefully these free Excel  Power BI resources will help you to become better with Excel, Power BI and data analysis so you can save time at work, help coworkers become better, and save so much time that you can take an extra vacation! This is all free, so pass the word along to all who you know excelisfun is here to help!
Go Team!
P.S. if you want to Donate, use PayPal link below, or join my YouTube channel"
UCVLbzhxVTiTLiVKeGV7WEBg,TutorialsPoint,7,3700000,562712394,13531,,Unknown,UUVLbzhxVTiTLiVKeGV7WEBg,"TutorialsPoint is a premier EdTech company dedicated to providing quality online education to learners. TutorialsPoint offers the most uptodate learning materials on both technical and nontechnical subjects. Our website offers highquality online education in areas such as computer science, information technology, programming languages, office productivity, personal development, and other engineering and management courses.

TutorialsPoint believes in providing selfpaced online learning of new skills at any time and from any location. Our journey began with a single HTML tutorial in 2006, and we are now proud of our repository of 5500 courses and 22000 videos on a variety of subjects.

We have the largest online Text Library of 3500 Ebooks available on site. We have created a Digital Content Marketplace for trainers and educators to sell Video Courses and eBooks at nominal costs. 

Learn more about TutorialsPoint at www.tutorialspoint.com."
UCqHbyBiLZtHYWYgoQgifx-g,Data Coaching,7,10400,411032,151,2023-08-07 04:56:12.692166+00:00,India,UUqHbyBiLZtHYWYgoQgifx-g,"Welcome to Data Coaching, your goto destination for all things data analytics and data science! 
 Dive into the world of numbers with our engaging tutorials, where we break down complex concepts into digestible bites. Whether youre a beginner or an experienced professional, our content is tailored to enhance your skills and keep you updated on the latest trends in the industry. Stay ahead of the curve with insightful interviews from experts, providing valuable insights and tips for acing your datarelated interviews. Subscribe now for a datadriven journey that will transform your career!  DataAnalytics DataScience CareerAdvancement"
UCnz-ZXXER4jOvuED5trXfEA,techTFQ,8,383000,22367664,145,2020-06-13 05:20:37.182391+00:00,Poland,UUnz-ZXXER4jOvuED5trXfEA,"Hi, I am Thoufiq! On this channel, I teach SQL, Python and Database concepts in the field of Data Analytics and Data Science in the most simplest manner possible. If this excites you then do consider subscribing.

You will also find videos covering interview questions and also videos where I provide career guidance in the field of Data Analytics and Data Science which should help you find your dream job.

I aim to make techTFQ a go to YouTube channel for anyone learning SQL, Python and Databases in the field of Data Analytics and Data Science.

Thank you for begin here"
UCmNXJXWONLNF6bdftGY0Otw,Codanics,7,215000,8039450,2106,2021-02-26 10:07:40.740115+00:00,Pakistan,UUmNXJXWONLNF6bdftGY0Otw,"Welcome to Codanics!  Your premier source for mastering Data Science, Data Analytics, Machine Learning, Deep Learning, Artificial Intelligence, generative AI, Agentic AI, AI Agents in Urdu and Hindi. Dive deep into the world of Mathematics, Statistical Analysis, and more with our expert tutorials in Python and R. 

 What We Offer

Data Science Tutorials From basics to advanced techniques.
Machine Learning Courses Stepbystep guides on algorithms and implementations.
AI Training Unlock the power of artificial intelligence and its applications.
Mathematics  Statistics Comprehensive lessons tailored for data enthusiasts.
Software Training Master MS Excel, PowerBI, Tableau, and beyond.
Scholarship Guidance Essential tips on securing Masters and PhD scholarships.

 Languages Urdu  Hindi
datascience ai urdu hindi msexcel powerbi tableau agenticai aiagent"
UCFe2uZ5pUer6Wt92i2G6ofg,Bang On Theory,9,11600,1988484,95,2020-01-29 06:00:07.571003+00:00,India,UUFe2uZ5pUer6Wt92i2G6ofg,"Greetings,

Welcome to Bang on Theory, a hub for students, professionals, and anyone with a penchant for acquiring new skills relevant to their jobs and careers. Our channel caters to individuals seeking to enhance their technical expertise efficiently, offering timely placement updates and preparation tips. The content is crafted around practical implementation and subject matter expertise. We invite you to subscribe and join our community to embark on a journey of continuous learning.

Collab Business mail  bangontheory2021gmail.com 

Thank You!!"
UC3abfTxNmYKy0U5HfOSL9Zw,HaloTech Academy,9,83200,2445288,497,2022-04-01 06:13:39.958949+00:00,Indonesia,UU3abfTxNmYKy0U5HfOSL9Zw,"Selamat datang di HaloTech Academy ! 

HaloTech Academy berkomitmen untuk membantu setiap individu mencapai karir impian mereka di industri data dan teknologi melalui program pembelajaran yang berkualitas dan relevan dengan kebutuhan industri.

Tunggu apa lagi? Bersama Halotech Academy, LEARN TODAY GREAT TOMORROW!"
UCzVRlD1dyyRe-GDs72u0tGQ,Tutorial Rays,8,9470,1193474,707,,India,UUzVRlD1dyyRe-GDs72u0tGQ,Tutorial Rayshttpwww.tutorialrays.in is one of the leading Tutorial Website which provides latest tutorials on web technologies and software training. Most of the training videos are recorded by Mr. Umar Rahman who is CEO of Acesoftech Academyhttpwww.acesoftech.com. If you are interested to learn advanced and industrial courses. then you can visit the above website.
UCH6gDteHtH4hg3o2343iObA,Analytics Vidhya,10,126000,16273609,1794,,India,UUH6gDteHtH4hg3o2343iObA,"For those of you, who are wondering what is Analytics Vidhya, Analytics can be defined as the science of extracting insights from raw data. 

The spectrum of analytics starts from capturing data and evolves into using insightstrends from this data to make informed decisions. 

Vidhya on the other hand is a Sanskrit noun meaning Knowledge or Clarity on a subject. Knowledge, which has been gained through reading literature or through selfpractice  experimentation.

Analytics Vidhya provides a communitybased knowledge portal for Analytics and Data Science professionals. The aim of the platform is to become a complete portal serving all knowledge and career needs of Data Science Professionals. 

7805"
UCxNzLV0gP8nuOZcSfyc0hsg,Abhishek Agarrwal,12,72500,13194554,1529,,India,UUxNzLV0gP8nuOZcSfyc0hsg,"Hi, my name is Abhishek Agarwal and in this channel Ill share my learning with QlikView  Other related tools, technologies  concepts. I use couple of different tools  visualization techniques to create Business Dashboards and Reports and Im really excited after learning its new cool features.

The objective of this channel is to help you if you are planning to learn these new tools  technologies. Your suggestions and comments are welcome to improve the content.

I hope youll find my contribution an addition into your learning.

Abhishek
datantools.com"
UCtoNXlIegvxkvf5Ji8S57Ag,Lore So What,7,125000,2664479,263,2022-08-11 21:45:23.013164+00:00,United Kingdom,UUtoNXlIegvxkvf5Ji8S57Ag,"Ciao  Im Lore and Im a SelfTaught Data Analytics Lead working at Amazon.

My goal is to craft the ultimate learning resources to help you break into and thrive in the exciting world of Data Analytics and Data Science 

While doing this, I will do my best to remove the fluff and answer the SO WHAT question 

 Get in touch
loresowhatgmail.com"
UCObs0kLIrDjX2LLSybqNaEA,Great Learning,10,974000,74349872,2211,,India,UUObs0kLIrDjX2LLSybqNaEA,"Great Learning is a global edtech company that provides professional and higher education programs, with a focus on online and blended learning. They offer courses and certificate programs in various domains like AI, Gen AI, technology, data science, and business, often in collaboration with top universities, including IITs, MIT Professional Education, Texas McCombs at UT Austin, JHU, Northwestern University, Deakin University  many more. Their goal is to help professionals enhance their skills and advance their careers. 

Great Learning aims to make quality education accessible to anyone who wants to learn. Great Learning Academy httpswww.mygreatlearning.comacademy, our commitment to aid free learning, offers 1200 completely FREE courses in the most indemand job domains. In addition to videos, you can earn certificates of completion, do assignments and projects, attend live sessions and interact with top faculty  industry experts."
UCqZh33iM_ZvRNeCPhlaO2yw,BI Tricks,8,15300,1979459,170,2021-08-03 16:57:39.047338+00:00,India,UUqZh33iM_ZvRNeCPhlaO2yw,"Welcome to my YouTube channel! Im Ashish, committed to guiding individuals or businesses in unleashing the potential of data through Power BI. Join me as I share invaluable tips, tricks, and tutorials on crafting clean, informative Power BI reports.

Whether youre a seasoned professional or new to the world of data analytics, my goal is to equip you with the knowledge and skills to create impactful reports that drive actionable insights.

For business inquiries or collaboration opportunities, please dont hesitate to reach out to me on LinkedIn. Lets embark on this datadriven journey together!"
UCXaOCH5VB0s-fZAzFFFE5nA,Short and Clear Excel,9,258000,32786639,552,,India,UUXaOCH5VB0s-fZAzFFFE5nA,"500K Subscribers Challenge
Hey Guys! Lets Connect
This is Vishal Aggarwal and Welcome to my youtube channel.
Here you can learn MsExcel and Google Sheets Tricks, Shortcuts, Formulas, Tutorials and Tips. I have created this channel to help the needy students who dont have enough resources to learn MsExcel or cant afford high courses fees.

For CollaborationPromotion
Email Us vishalaggarwal090gmail.com

VISHAL AGGARWAL
PGDHRM  Excel Trainer"
UCWv7vMbMWH4-V0ZXdmDpPBA,Programming with Mosh,7,4780000,252007468,243,,United States,UUWv7vMbMWH4-V0ZXdmDpPBA,"Hi! Im Mosh , a software engineer with over 20 years of experience.  Im all about clear, concise, practical coding tutorials  no fluff, just the good stuff! My courses focus on realworld projects and the skills that will get you hired. Ive helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

For sponsorships partnerscodewithmosh.com"
UCk7NcgnqCmui1AV7MTXZwOw,Ankit Bansal,12,163000,7793822,239,,India,UUk7NcgnqCmui1AV7MTXZwOw,"Welcome to the channel! Im Ankit, a Data Engineer at Amazon with over 13 years of experience in Data Analytics and Engineering and founder of NamasteSQL.com 

Throughout my career, Ive worked with a wide range of tools and technologies but one constant has been SQL. Ive been writing SQL every single day for the past 12 years, and I truly enjoy it.

This channel is my way of sharing that passion with you. Youll find videos that cover
 Core SQL concepts
 Realworld, scenariobased SQL questions
 Practical content on Python  , SQL and data              engineering related topics.

If youre looking to strengthen your data skills or fall in love with SQL like I did, youre in the right place. Subscribe and join the learning journey!

 Business Enquiries ankitbansal1988gmail.com"
UCuaf89M0Lt5pmXzaUssXHvw,Chandoo - Tech in Telugu,11,126000,4283382,29,2022-09-16 06:20:12.894318+00:00,New Zealand,UUuaf89M0Lt5pmXzaUssXHvw,"Learn about Data Analytics, SQL, Excel, Power BI, Python, Coding, technology and business in Telugu. 

About me
I am tech entrepreneur with over 20 years of experience in data analytics and IT. After running a successful multimillion  business, I am now semiretired and focus on sharing my skills and knowledge with the world in my mother tongue . I live in New Zealand, but I am originally from Machilipatnam Bandar in Andhra Pradesh.

Apart from this Telugu YouTube channel, I also run a popular English channel  httpswww.youtube.comchannelUC8uUwruBMHeeRma49dtZKA and a website httpschandoo.orgwp where you can learn more about data technologies like Excel, Power BI  SQL.


 Connect with me

 Main channel  httpswww.youtube.comchannelUC8uUwruBMHeeRma49dtZKA
 Website  httpschandoo.orgwp
 Instagram  httpswww.instagram.comchandoo.xlsx
 LinkedIn  httpswww.linkedin.cominpurnaduggirala"
UCFp1vaKzpfvoGai0vE5VJ0w,Guy in a Cube,10,514000,42154642,1150,,United States,UUFp1vaKzpfvoGai0vE5VJ0w,"Guy in a Cube is all about teaching you the clicks of PowerBI and MicrosoftFabric!

Weve been working with Power BI for years, exploring the platform so you can thrive as a business analyst. We also dive into the breadth of Microsoft Fabric and show how your data fits into the wider Microsoft stack, getting it into shape for Power BI and beyond.

WEDNESDAY  THURSDAYS We teach you the clicks of Power BI and Microsoft Fabric!

SATURDAY Live stream to answer your questions about Microsoft Fabric including Power BI!

Join us by subscribing and participating in the comments with your questions or thoughts.

 Adam Saxton and Patrick LeBlanc are Microsoft Employees. Guy in a Cube is not associated with Microsoft and our opinions are our own."
UCJHs6RO1CSM85e8jIMmCySw,Derrick Sherrill,7,84800,4141306,81,,United States,UUJHs6RO1CSM85e8jIMmCySw,Unknown
UCTlX7UpqASrldmx5_CpG3CA,Andy Kriebel,8,75800,9033352,805,,United Kingdom,UUTlX7UpqASrldmx5_CpG3CA,"Become a Tableau Expert  NextLevel Tableau
httpsnextleveltableau.com

To go deeper, check out my courses
 Tableau Starter Kit  A beginnerfriendly course designed to help you understand Tableau quickly  httpswww.nextleveltableau.comstar...

 Tableau Core Concepts  A comprehensive, selfpaced course for Tableau users ready to level up  httpswww.nextleveltableau.comtcc

 Join NextLevel Tableau  My most comprehensive Tableau program to help analysts become industry leaders, with the support of a likeminded community, and 1to1 help from me  httpswww.nextleveltableau.com

 NEWSLETTER
Each week, Ill send you Tableau tips, tutorials, and strategies to design better dashboards, have more impactful, and stand out in your career httpsnlt.kit.com

 CONNECT WITH ME
 Official website  httpswww.nextleveltableau.com
 LinkedIn     andykriebel  

tableau dashboard tutorial beginner"
UCs6nmQViDpUw0nuIx9c_WvA,ProgrammingKnowledge,12,1850000,318210470,4111,,India,UUs6nmQViDpUw0nuIx9c_WvA,"Hi Guys, 
I have Always been asked to share my code which I use in my video. Answering peoples questions is great, and the feeling you get when you solve a problem always felt good. The only problem I have is making tutorials is a little bit time consuming. It requires planning the subjects that need to be covered, recording the tutorial, editing the video, rendering it and finally uploading it on YouTube. 
So I need your help in Collecting All the codes at one place. I made a website Codebind.com for sharing my code and other programming stuff. But I alone can not do this. So Ask you guys to become contributor to this site. Just Share the code Which you learn by watching Programming Knowledge or You can simply share your Programming Knowledge with others.
What is your Benefit?
1  Together we can collect all the codes of All my videos and share it with others.
2  Sharing Knowledge is the biggest learning. By sharing You can understand the concepts better.
CodeBind.com"
UCO3pT4ZI8x2RVqYWxxcrZsw,upGrad,8,233000,364927127,1555,,India,UUO3pT4ZI8x2RVqYWxxcrZsw,"Welcome to upGrad!

We believe that learning is a lifelong journey, and its definitely not one size fits all. So whether you are interested in our speciality domains, infotainment, or just a dose of motivation, we at upGrad, bring it to you. 

Stay ahead, and click on Home to begin learning your way.

About Us

upGrad  started in 2015 is a pioneer in the online education revolution, focused on powering career success for a global workforce of over 1.3 billion. It is one of the few Integrated LifeLongLearning Tech Companies in the world, spanning the college learner to the working professional from the age group of 18 to 55 years and across undergrad courses, campus  joblinked programs, studying abroad, short form to executive programs to Degrees, Masters and Doctoral, with a learner base of over 3 million across 100 countries and over 300 university partners and robust enterprise business with a client base of 1000 companies worldwide."
UC1nrlkYcj3hI8XnQgz8aK_g,CodersArts,11,8740,2084361,1697,,India,UU1nrlkYcj3hI8XnQgz8aK_g,"CodersArts provides programming help for students, software developers, and companies worldwide. 

Students can get 11 live mentorship or projectbased help, while professionals can receive jobwork support, upskilling, and collaboration opportunities. 

Our YouTube channel offers tutorials, code walkthroughs, project ideas, work samples, and more. Visit our website for more details.




If youre passionate about sharing your expertise in software development, AI  ML, Techtalk, CSE, DSA, or other related technology topics, we would love to hear from you. 

Please reach out to us at contactcodersarts.com to submit your content and join our community of likeminded individuals who share your intellectual curiosity.


Visit our site for more details
Thank you!
Codersarts"
