channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,uploads_playlist_id,description
UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,23,11100000,902511746,1918,2014-12-16T21:18:48Z,US,UU8butISFwT-Wl7EV0hUK0BQ,"Learn math, programming, and computer science for free. A 501(c)(3) tax-exempt charity. We also run a free learning interactive platform at freecodecamp.org"
UC-3e3hAUhDV2lwcoQGD2grg,Simon Sez IT,12,683000,81987211,1405,2008-09-20T18:41:53Z,US,UU-3e3hAUhDV2lwcoQGD2grg,"🌟 Welcome to our channel! 🚀 Get ready for a software training extravaganza brought to you by Simon Sez IT! 🤓

At Simon Sez IT, we're not just ""IT""ching to help you succeed in Information Technology; we're thrilled about it! 😄💻 We've got an impressive collection of 200 training courses with over 10,000 training videos! 📚📹

But wait, there's more! 🎉 We keep the learning party going with new software training tutorials dropping every Tuesday, Wednesday, and Thursday! 📆🔥

These videos are just a tasty appetizer to the banquet of knowledge we serve up at https://www.SimonSezIT.com! 🍽️💡

At Simon Sez IT, we're about making software mastery easy and affordable! Our straightforward instructions will help you conquer various software skills, making you a pro in no time! 🚀💪

So why wait? Join the Simon Sez IT fun train, and let's level up your IT skills together! 🚂💼🌟
"
UC3rY5HOgbBvGmq7RnDfwF7A,Rishabh Mishra,40,474000,36867883,127,2022-02-12T14:28:29.641872Z,IN,UU3rY5HOgbBvGmq7RnDfwF7A,"Education, Jobs, Career + College Tips 😉

Hope you get best out of it and helps you to grow professionally and personally. 

For queries or collaboration: Rmishra.connect@gmail.com 
"
UCeVMnSShP_Iviwkknt83cww,CodeWithHarry,13,8940000,1016860692,2472,2018-04-28T14:50:54Z,IN,UUeVMnSShP_Iviwkknt83cww,"Code With Harry is my attempt to teach basics and those coding techniques to people in short time which took me ages to learn.
At Code With Harry, I provide a quick and to the point demo along with resources of anything and everything I teach. Source code and other resources are hosted on my website CodeWithHarry.com. I provide source code(if any) in the description of every video.
Quality programming videos in Hindi :)
Business enquiries: harry@codewithharry.com
"
UCPvDKIsrjA_h3g5yZJwCIHA,Tech Classes,16,79200,6221735,303,2020-06-12T12:36:25.298017Z,IN,UUPvDKIsrjA_h3g5yZJwCIHA,"This is your one-stop destination to master the skills, tools, and strategies needed to become a successful in Data Field! 

Hello, I’m Ayushi Mishra, a passionate educator with 4+ years of experience in Data Science, started my career as a Data Analyst. I created this channel to guide aspiring data professionals like you to land your dream job faster and build a successful career in Data Field.

What You’ll Find on This Channel:
✅ Job Preparation
✅ Portfolio-Ready Projects 
✅ Interview Guidance 
✅ Skill Tutorials 
✅ Career Advice 

Whether you're learning Data Analysis, Data Science, or just want to know the strategies to build a successful career, our videos will help you get hired faster, enhance your skills, and stay ahead of the curve.

💼 For Brand Collaborations or Business Enquiries:
We welcome partnerships with brands related to data science, analytics tools, career development, and education. Please email us at techclasses0810@gmail.com opportunities.
"
UCQYO2p7JMcCp-9xIZxGP2Sg,Manish Sharma,23,136000,26934548,541,2014-01-11T14:50:46Z,IN,UUQYO2p7JMcCp-9xIZxGP2Sg,"Manish Sharma, International Award Oracle ACE Pro Winning Data Engineer and founder of RebellionRider.com offers free tutorials on SQL, PL/SQL, Python, and Oracle Database. Learn from beginner to expert levels, prepare for certifications like OCA and OCP, and boost your IT career.

For paid training, sponsorship, advertising, or speaking engagements, visit RebellionRider.com or email for inquiries.
"
UCqyBfm_H9ugGirk1ufYA2YA,Learnit Training,22,974000,80915977,568,2011-05-06T15:52:29Z,US,UUqyBfm_H9ugGirk1ufYA2YA,"BECOME A MEMBER TO UNLOCK AD-FREE VIDEOS

Learnit Training provides on-demand video courses on a wide range of software and subjects. From the deep data tools of Microsoft Excel to the endless creative possibilities of Adobe Photoshop to the collaborative concoction of Microsoft Teams, we've got you covered.

At Learnit, we've been fine-tuning our teaching methodology for over 25 years. Our videos are specifically designed to emulate the same great experience you get from a live class. Plus, you can learn at your own pace, following along with our try-it-yourself exercise files.

If you're serious about learning, we're serious about providing you with a better learning platform.
"
UCwdmdyCUX4JmGg3mcA9Hrsg,"Learn Microsoft Fabric, Power BI, SQL Amit Chandak",8,43100,2360953,934,2011-07-16T06:32:13Z,IN,UUwdmdyCUX4JmGg3mcA9Hrsg,"Learn Microsoft Fabric, Power BI, SQL, and Data Analytics with Amit Chandak. Want to learn Power BI, SQL, and Tableau.  With over 600 videos on these topics, we have something for everyone. Whether you're a beginner or an experienced user, you'll find the information you need to master these powerful tools.

Our videos cover a wide range of topics, including:

Power BI basics
Power Query
DAX
Power BI Service
Power BI App
XMLA endpoint
Advance Power BI
SQL vs Power BI
Power BI Direct Query
Power Bi Dataset
Power BI Dataflow
Tableau
Table calculations
Level of Details
Tableau LOD
Tableau Rank
SQL
SQL Insert, Update, and Delete 
SQL Index
SQL Joins 
SQL Windows functions
If you are preparing for Power BI DA 100, PL 300, this channel provides you with concepts that you need to clear power bi certification. 
Feature by Feature comparison of Tableau and Power BI. 
"
UCuyfszBAd3gUt9vAbC1dfqA,Avery Smith | Data Analyst,10,54000,2169031,405,2020-03-07T14:25:08.49607Z,US,UUuyfszBAd3gUt9vAbC1dfqA,"Hi guys! I'm Avery. And I'm obsessed with data. I'm stoked to be teaching you about python, data science, data visualization, and data analytics. Yay!

Please subscribe to stay up to date with everything I'm working on! 

And don't be a stranger, if you have a question ask! You can comment, or find me on most social media platforms."
UCEPBebrT6yUxgj5ZM7rnjdw,CheatSheets,12,372000,37153323,1476,2021-02-21T19:14:23.026804Z,US,UUEPBebrT6yUxgj5ZM7rnjdw,"🧑‍🏫 Daily Excel & Sheets Tips!
📚 Educating 20M+ about Excel
👇🎉‼️FREE AI & Excel Class w/ Miss Excel‼️🎉👇
linktr.ee/CheatSheets"
UCP6D0bsFuS9TiVRVPnvs3WA,Abbas Imami,9,4710,59691,119,2022-12-25T12:25:50.126121Z,AE,UUP6D0bsFuS9TiVRVPnvs3WA,"Hello and welcome, everyone! I'm Muhammad Abbas Imami, and my mission is to empower you to make the most of your time at work, freeing you up for activities that truly matter. Here on my channel, you'll find expert tutorials covering a range of valuable topics, including:

📊 Microsoft Excel, Power Query, Power Pivot and Power BI
📈 Corporate Valuation
💰 Financial Modeling and Valuation
📊 Business Intelligence and Data Analysis

👨‍🎓 Education Background:
With a solid educational foundation, I'm equipped to provide you with the best insights:
🎓 Master's Degree in Business Administration
📚 Association of Chartered Certified Accountants (ACCA)
🏆 Microsoft MVP (Most Valuable Professional)

🏢 Professional Experience:
Drawing from a wealth of professional experiences, I've served in roles that give me a unique perspective:
📈 Business Analyst
💼 Financial Analyst
📊 Data Analyst
📈 BI Developer

🎬 If you're eager to enhance your skills and optimize your work efficiency, hit that subscribe button.
"
UCTWf13q9s4_P24XwmGAuNJQ,About Business,8,272,12626,61,2023-10-27T00:24:16.969155Z,US,UUTWf13q9s4_P24XwmGAuNJQ,"This channel is about business plans, financial models, business planning tools, MS Excel tools, MS Power BI, SQL Server environment. We are showing how all of these instruments can help you, if you are a small business owner or you just have some business idea in mind.
Piter Pakulski and Natalia Pakulski (www.piterpakulski.com) post content dedicated to finance and Excel modeling. Piter is a financial analyst with over 16 years of experience in financial modeling. Piter 

We are glad to share what we know with you! 

Follow us! 
"
UCzAF54cHk1ZO82af-8E3qOQ,CareerFoundry,10,299000,16277974,381,2013-10-20T13:23:10Z,DE,UUzAF54cHk1ZO82af-8E3qOQ,"CareerFoundry is a leading online school for career change, dedicated to educating the next generation of tech talent. We offer cutting-edge courses in UX Design, Web Development, Data Analytics, Digital Marketing and UI Design and Product Management, working with the industry's best professionals in each field to create the most thorough learning materials that promise to take you from beginner to job-ready (guaranteed) in 6-10 months.

Learn about our UX Design, Web Development, Data Analytics, Digital Marketing and UI Design courses here: https://careerfoundry.com/"
UCqsOC__lyI9KEVcGHfFEhwg,AmyyCodees,8,219,86947,56,2025-03-26T18:11:23.914976Z,IN,UUqsOC__lyI9KEVcGHfFEhwg,"Just a normie pookie out here coding tiny dreams into big memories 🎀||
Expect chill vibes, late-night bugs, and a lot of ""why isn’t this working??"" energy 🧑🏻‍💻
Join the chaos, stay for the code 👺🤝🏻||

"
UCxzU-ZD98xQJOHYfQO4f3CQ,Rushikesh Deshpande,8,1350,91634,35,2017-02-17T11:46:02Z,,UUxzU-ZD98xQJOHYfQO4f3CQ,"Welcome!
Dive into the world of data science and analytics with a seasoned professional. With over 3 years of experience in leading MNCs like Cognizant and PwC, I bring you comprehensive courses and practical projects tailored for aspiring data analysts and students.

🎯 Learn the essentials of Python, Excel, Tableau, Power BI and Data Analysis through hands-on projects and step-by-step guides.

📊 Master industry-standard tools and techniques to kickstart or advance your career.

🌟 Join a growing community of learners and elevate your data skills today!

Don't forget to subscribe for weekly videos and updates. Let's unlock the power of data together!"
UC-O3_F-UpwzKvSkvO0DW9qg,HR_Navin,10,186000,30135780,1528,2016-05-04T16:57:01Z,IN,UU-O3_F-UpwzKvSkvO0DW9qg,"Hi, I'm Navin Kumar, known as HR_Navin, and I work as an HR professional in a top product-based IT company. With over 4 years of experience in this field, I've helped numerous students secure positions in esteemed companies such as TCS, Infosys, Standard Chartered, and many others. Through my expertise, I assist freshers in attaining their dream IT jobs by leveraging the skills I've acquired.

My specializations are in resume building and optimizing Naukri and LinkedIn profiles to enhance job opportunities. I've also shared numerous job search strategies along my journey.

My goal now is to make a significant impact on freshers' lives by helping them secure their dream jobs through these specializations.
"
UC9EM16FgJ0yxKW8j9NBpOyQ,Coding With Sagar,11,417000,35809959,193,2019-05-13T07:41:49Z,IN,UU9EM16FgJ0yxKW8j9NBpOyQ,"New in Data-Science/AI/ML/Analytics? Join us for a fun and practical journey into the coding world, Master Programming languages and its essentials through real life scenarios. "
UCwr-evhuzGZgDFrq_1pLt_A,Error Makes Clever,7,1120000,101845318,383,2023-04-10T07:37:38.000808Z,IN,UUwr-evhuzGZgDFrq_1pLt_A,"Empowering developers to level up their skills through training in software development technologies🧑‍💻
Join our community today !
"
UCxjinTbUapa-NC5zHOCO3Bg,Wale Gbads,7,71400,1961048,43,2019-12-25T01:42:03.455818Z,CA,UUxjinTbUapa-NC5zHOCO3Bg,I make videos about analytics and stuff
UCE-hZqlkHVDQ9NNs8i0asEQ,laksmiles31,12,950,41574,102,2019-05-04T16:58:53Z,IN,UUE-hZqlkHVDQ9NNs8i0asEQ,"Through this channel I would like to create content of all topics be it creative,technical,educational,entertainment,tips useful in real life as in daily activities.Foremost, I started making  technical tutorials on Tableau (BI tool) as I have extensive experience on that skill & tool, so that beginners, students and learners of all age can benefitted with out spending a single rupee.I assure that I make the content which will be worthy enough to spend your time on my channel. Hope my content reaches the needy."
UCRNmSv7mAPYiC0Y40TJijAw,Avi Singh - PowerBIPro,8,215000,14261406,389,2013-09-26T03:44:34Z,US,UURNmSv7mAPYiC0Y40TJijAw,"I remember how much I struggled when I was a beginner. Now as a Microsoft Power BI MVP,  my mission is to help you go from Power BI Beginner to Power BI Pro! 📊

👉 Start with my Power BI Tutorial https://www.youtube.com/watch?v=nn1N0YNx7Uo
👉 Check out my Full Power BI Training https://www.LearnPowerBI.com/training
👉 Message me on LinkedIn if you need any help: https://www.linkedin.com/in/PowerBIPro

⚡ Power On! / Avi ⚡
"
UC_kd2iByS9V3ncttTKLMFmA,Data With Ezekiel,10,6530,74035,39,2023-05-04T12:55:01.782537Z,NG,UU_kd2iByS9V3ncttTKLMFmA,"My name is Ezekiel a computer scientist with over 5 years of data analytics experience.

I teach and mentor data analysts.

Follow me here on X: twitter.com/ezekiel_aleke"
UC1bhYMFuSFREIQ5bgclLDkQ,Adam Finer - Learn BI Online,7,132000,6147526,128,2017-04-12T10:56:04Z,GB,UU1bhYMFuSFREIQ5bgclLDkQ,"LearnBI.online is a channel dedicated to demystifying and democratising Business Intelligence for beginners and beyond. We look at things like data analysis, data visualisation as well as business intelligence platforms and tools.

We're here to show you that you don't need to be a data scientist or have a big budget to get started with basic BI for any business, big or small.  All you need are a few simple tools, techniques and concepts that we'll be featuring and teaching you all about.

Be sure to comment and say hello and let me know if you have any ideas for videos and content you'd like to see.

@learnbi_online https://www.learnbi.online"
UCU-aPpP8BxAd4mDoP0OL4jQ,Agatha,7,72200,3018124,49,2023-08-18T12:16:57.743742Z,US,UUU-aPpP8BxAd4mDoP0OL4jQ,"Helping you grow your data and tech career ✨ 

📄 ABOUT ME:
My mission is to make data knowledge accessible and practical, drawing from my data experience in tech at AWS. I create educational content that shows you how to use data effectively so you gain the clarity and tools to confidently grow your own data career.

💼 contact: info@agathakang.com
"
UCGYk3XOgoFpDGCSYERVzF8Q,Chiamaka Igwe,7,3950,115569,56,2016-11-02T10:37:20Z,NG,UUGYk3XOgoFpDGCSYERVzF8Q,"Welcome to DataChy, your hub for mastering Power BI, Data Analysis, and Business  Intelligence! 

My name is Chiamaka Igwe, a  Microsoft Certified Trainer, Power BI Developer, and Data Analyst 

Whether you're a beginner or an experienced data analyst, my channel provides step-by-step Power BI tutorials, real-world projects, and expert tips to enhance your data visualization and analytics skills.

What You’ll Learn:
✅ Create stunning Power BI dashboards for sales, HR, finance, social media and more.
✅ DAX, Power Query, and Data Modeling for deeper insights.
✅ Optimize Power BI performance and unlock pro-level features.

Perfect for aspiring Power BI developers and data analysts

🔔 Subscribe now for weekly Power BI content: YouTube Channel

⚠️Disclaimer: The datasets used on this channel are not real; they are for demonstration purposes only.


#powerbi  #powerbitutorial  #dataanalysis  #businessintelligence  #DAX #powerquery   #datavisualization  #learnpowerbi  #powerbiproject 

"
UCW3B-KXjilgoLwAzCaFeLZA,Data Embassy,7,2000,654027,48,2018-11-03T07:03:38Z,,UUW3B-KXjilgoLwAzCaFeLZA,
UCbvmqKDF-dkw8h0fnHuHI_w,Pivotalstats,8,24800,1330036,116,2016-01-02T04:08:44Z,IE,UUbvmqKDF-dkw8h0fnHuHI_w,"Exploring data analytics, data analysis tools & business intelligence platforms, Pivotalstats aims to share  knowledge in bite sized content which is easier to understand and implement in real life scenarios. This channel covers topics like Excel, PowerPoint, SQL, Power BI, Python, Data analysis tools & techniques."
UCgHkiuO3Cny4pzEJNKFoMNA,The Data Boy,7,8,240,24,2023-05-23T21:53:03.790178Z,,UUgHkiuO3Cny4pzEJNKFoMNA,"I'm Fortune Samuel by name, I created this channel in order to help aspiring data analyst and the newbies in the tech world achieve their dreams, this channel is dedicated to helping you develop the necessary skills you need to become a proficient data analyst , from basic data analyst concept to advanced techniques, I'll cover it all! Join me on this journey by subscribing to this channel and let's explore the world of data analysis together!"
UC5CugyvTdOloiuTc9nN09TA,Pragmatic Works,10,311000,41366371,2441,2009-02-04T18:42:03Z,US,UU5CugyvTdOloiuTc9nN09TA,"Pragmatic Works is a Microsoft-focused training company focused on driving technology adoption through education. We offer On-Demand Learning, live Boot Camps, Private Training, and free events, led by Microsoft MVPs, industry experts, and authors. Try On-Demand for free and enhance your skills with hundreds of courses, including Power BI, Power Apps, Copilot Studio, AI, Azure, Fabric, SQL Server, and more."
UCNaxxuA7eQXvZLQ6CwAknqQ,Weston Palmer,11,3500,1145235,234,2011-10-12T02:15:29Z,US,UUNaxxuA7eQXvZLQ6CwAknqQ,"I love using Tableau, but it took a while to understand everything Tableau can do.  I want to help you get up and running faster than I did.  I love reading your comments and hearing your ideas for future videos."
UCzyN5Qn4Cr7jkyp_HLWQ_rg,KnowHow Academy,8,12300,1320003,1014,2023-10-26T12:06:52.640474Z,US,UUzyN5Qn4Cr7jkyp_HLWQ_rg,"Every problem starts with a need, and today’s need is a mix of IT, technology, and soft skills. At KnowHow Academy, we bridge this gap. 

From learning core concepts to mastering complex theories and applying them in the real world, we guide you step by step. 

Our goal? Helping you turn learning into earning in the professional world. 

With a hands-on, experiential learning approach, we equip you with real-world skills through tutorials in high-demand technologies like: 

Data Science 

Python 

Power BI 

Power Apps 

Power Automate 

Snowflake 

SQL 

Generative AI (GenAI) 

Flutter Flow App Development 

Tableau 

Excel 

We simplify IT, from app development, automation, and Excel to no-code platforms and database technologies, making it practical and easy to apply. 

At KnowHow Academy, you don’t just learn—you build confidence to innovate and succeed in the tech-driven world. 

👉 Subscribe now! 

 
"
UCkndrGoNpUDV-uia6a9jwVg,excelisfun,8,1250000,161352057,3850,2008-02-16T03:31:10Z,US,UUkndrGoNpUDV-uia6a9jwVg,"Mike Girvin: 17 Year Excel  & Power BI YouTuber, 23 years as professor at Highline College, 13 years as an Excel and Power BI author (5 books), and 10 years running an award-winning boomerang manufacturing company (Gel Boomerangs) with sports boomerang sales all over the world.  Here at my excelisfun YouTube Channel, I provide free education for the world, with over 3,700 videos, over 100 playlists free classes, over 10,000 downloadable Excel example files, and over 2,000 free pdf notes files. Data analysis, accounting, finance and statistics are my specialty. Hopefully these free Excel & Power BI resources will help you to become better with Excel, Power BI and data analysis so you can save time at work, help coworkers become better, and save so much time that you can take an extra vacation! This is all free, so pass the word along to all who you know: excelisfun is here to help!
Go Team!
P.S. if you want to Donate, use PayPal link below, or join my YouTube channel : )"
UCVLbzhxVTiTLiVKeGV7WEBg,TutorialsPoint,7,3700000,562712394,13531,2016-03-31T17:43:20Z,,UUVLbzhxVTiTLiVKeGV7WEBg,"TutorialsPoint is a premier EdTech company dedicated to providing quality online education to learners. TutorialsPoint offers the most up-to-date learning materials on both technical and non-technical subjects. Our website offers high-quality online education in areas such as computer science, information technology, programming languages, office productivity, personal development, and other engineering and management courses.

TutorialsPoint believes in providing self-paced online learning of new skills at any time and from any location. Our journey began with a single HTML tutorial in 2006, and we are now proud of our repository of 5500+ courses and 22000+ videos on a variety of subjects.

We have the largest online Text Library of 3500+ E-books available on site. We have created a Digital Content Marketplace for trainers and educators to sell Video Courses and eBooks at nominal costs. 

Learn more about TutorialsPoint at www.tutorialspoint.com.
"
UCqHbyBiLZtHYWYgoQgifx-g,Data Coaching,7,10400,411032,151,2023-08-07T04:56:12.692166Z,IN,UUqHbyBiLZtHYWYgoQgifx-g,"Welcome to Data Coaching, your go-to destination for all things data analytics and data science! 
📊🔍 Dive into the world of numbers with our engaging tutorials, where we break down complex concepts into digestible bites. Whether you're a beginner or an experienced professional, our content is tailored to enhance your skills and keep you updated on the latest trends in the industry. Stay ahead of the curve with insightful interviews from experts, providing valuable insights and tips for acing your data-related interviews. Subscribe now for a data-driven journey that will transform your career! 🚀💻 #DataAnalytics #DataScience #CareerAdvancement"
UCnz-ZXXER4jOvuED5trXfEA,techTFQ,8,383000,22367664,145,2020-06-13T05:20:37.182391Z,PL,UUnz-ZXXER4jOvuED5trXfEA,"Hi, I am Thoufiq! On this channel, I teach SQL, Python and Database concepts in the field of Data Analytics and Data Science in the most simplest manner possible. If this excites you then do consider subscribing.

You will also find videos covering interview questions and also videos where I provide career guidance in the field of Data Analytics and Data Science which should help you find your dream job.

I aim to make techTFQ a go to YouTube channel for anyone learning SQL, Python and Databases in the field of Data Analytics and Data Science.

Thank you for begin here :)
"
UCmNXJXWONLNF6bdftGY0Otw,Codanics,7,215000,8039450,2106,2021-02-26T10:07:40.740115Z,PK,UUmNXJXWONLNF6bdftGY0Otw,"Welcome to Codanics! 🚀 Your premier source for mastering Data Science, Data Analytics, Machine Learning, Deep Learning, Artificial Intelligence, generative AI, Agentic AI, AI Agents in Urdu and Hindi. Dive deep into the world of Mathematics, Statistical Analysis, and more with our expert tutorials in Python and R. 

🔍 What We Offer:

Data Science Tutorials: From basics to advanced techniques.
Machine Learning Courses: Step-by-step guides on algorithms and implementations.
AI Training: Unlock the power of artificial intelligence and its applications.
Mathematics & Statistics: Comprehensive lessons tailored for data enthusiasts.
Software Training: Master MS Excel, PowerBI, Tableau, and beyond.
Scholarship Guidance: Essential tips on securing Masters and PhD scholarships.

📚 Languages: Urdu | Hindi
#datascience #ai #urdu #hindi #msexcel #powerbi #tableau #agenticai #aiagent 
"
UCFe2uZ5pUer6Wt92i2G6ofg,Bang On Theory,9,11600,1988484,95,2020-01-29T06:00:07.571003Z,IN,UUFe2uZ5pUer6Wt92i2G6ofg,"Greetings,

Welcome to Bang on Theory, a hub for students, professionals, and anyone with a penchant for acquiring new skills relevant to their jobs and careers. Our channel caters to individuals seeking to enhance their technical expertise efficiently, offering timely placement updates and preparation tips. The content is crafted around practical implementation and subject matter expertise. We invite you to subscribe and join our community to embark on a journey of continuous learning.

Collab Business mail - bangontheory2021@gmail.com 

Thank You!!
"
UC3abfTxNmYKy0U5HfOSL9Zw,HaloTech Academy,9,83200,2445288,497,2022-04-01T06:13:39.958949Z,ID,UU3abfTxNmYKy0U5HfOSL9Zw,"Selamat datang di HaloTech Academy ! 

HaloTech Academy berkomitmen untuk membantu setiap individu mencapai karir impian mereka di industri data dan teknologi melalui program pembelajaran yang berkualitas dan relevan dengan kebutuhan industri.

Tunggu apa lagi? Bersama Halotech Academy, LEARN TODAY GREAT TOMORROW! 🔥💪🌟🎓
"
UCzVRlD1dyyRe-GDs72u0tGQ,Tutorial Rays,8,9470,1193474,707,2018-06-22T12:37:28Z,IN,UUzVRlD1dyyRe-GDs72u0tGQ,Tutorial Rays(http://www.tutorialrays.in) is one of the leading Tutorial Website which provides latest tutorials on web technologies and software training. Most of the training videos are recorded by Mr. Umar Rahman who is CEO of Acesoftech Academy(http://www.acesoftech.com). If you are interested to learn advanced and industrial courses. then you can visit the above website.
UCH6gDteHtH4hg3o2343iObA,Analytics Vidhya,10,126000,16273609,1794,2014-06-02T12:10:06Z,IN,UUH6gDteHtH4hg3o2343iObA,"For those of you, who are wondering what is “Analytics Vidhya”, “Analytics” can be defined as the science of extracting insights from raw data. 

The spectrum of analytics starts from capturing data and evolves into using insights/trends from this data to make informed decisions. 

“Vidhya” on the other hand is a Sanskrit noun meaning “Knowledge” or “Clarity on a subject”. Knowledge, which has been gained through reading literature or through self-practice / experimentation.

Analytics Vidhya provides a community-based knowledge portal for Analytics and Data Science professionals. The aim of the platform is to become a complete portal serving all knowledge and career needs of Data Science Professionals. 

7805"
UCxNzLV0gP8nuOZcSfyc0hsg,Abhishek Agarrwal,12,72500,13194554,1529,2008-12-14T08:10:45Z,IN,UUxNzLV0gP8nuOZcSfyc0hsg,"Hi, my name is Abhishek Agarwal and in this channel I'll share my learning with QlikView & Other related tools, technologies & concepts. I use couple of different tools & visualization techniques to create Business Dashboards and Reports and I'm really excited after learning it's new cool features.

The objective of this channel is to help you if you are planning to learn these new tools & technologies. Your suggestions and comments are welcome to improve the content.

I hope you'll find my contribution an addition into your learning.

-Abhishek
datantools.com"
UCtoNXlIegvxkvf5Ji8S57Ag,Lore So What,7,125000,2664479,263,2022-08-11T21:45:23.013164Z,GB,UUtoNXlIegvxkvf5Ji8S57Ag,"Ciao 👋 I’m Lore and I’m a Self-Taught Data Analytics Lead working at Amazon.

My goal is to craft the ultimate learning resources to help you break into and thrive in the exciting world of Data Analytics and Data Science 🚀

While doing this, I will do my best to remove the fluff and answer the SO WHAT question 🤌

📩 Get in touch
loresowhat@gmail.com
"
UCObs0kLIrDjX2LLSybqNaEA,Great Learning,10,974000,74349872,2211,2013-04-03T12:17:17Z,IN,UUObs0kLIrDjX2LLSybqNaEA,"Great Learning is a global ed-tech company that provides professional and higher education programs, with a focus on online and blended learning. They offer courses and certificate programs in various domains like AI, Gen AI, technology, data science, and business, often in collaboration with top universities, including IITs, MIT Professional Education, Texas McCombs at UT Austin, JHU, Northwestern University, Deakin University & many more. Their goal is to help professionals enhance their skills and advance their careers. 

Great Learning aims to make quality education accessible to anyone who wants to learn. Great Learning Academy (https://www.mygreatlearning.com/academy), our commitment to aid free learning, offers 1200+ completely FREE courses in the most in-demand job domains. In addition to videos, you can earn certificates of completion, do assignments and projects, attend live sessions and interact with top faculty & industry experts.
"
UCqZh33iM_ZvRNeCPhlaO2yw,BI Tricks,8,15300,1979459,170,2021-08-03T16:57:39.047338Z,IN,UUqZh33iM_ZvRNeCPhlaO2yw,"Welcome to my YouTube channel! I'm Ashish, committed to guiding individuals or businesses in unleashing the potential of data through Power BI. Join me as I share invaluable tips, tricks, and tutorials on crafting clean, informative Power BI reports.

Whether you're a seasoned professional or new to the world of data analytics, my goal is to equip you with the knowledge and skills to create impactful reports that drive actionable insights.

For business inquiries or collaboration opportunities, please don't hesitate to reach out to me on LinkedIn. Let's embark on this data-driven journey together!
"
UCXaOCH5VB0s-fZAzFFFE5nA,Short and Clear Excel,9,258000,32786639,552,2014-06-26T11:58:29Z,IN,UUXaOCH5VB0s-fZAzFFFE5nA,"500K Subscribers Challenge❣️
Hey Guys! Let's Connect
This is Vishal Aggarwal and Welcome to my youtube channel.
Here you can learn Ms-Excel and Google Sheets Tricks, Shortcuts, Formulas, Tutorials and Tips. I have created this channel to help the needy students who don't have enough resources to learn Ms-Excel or can't afford high courses fees.

For Collaboration/Promotion
Email Us: vishalaggarwal090@gmail.com

VISHAL AGGARWAL
(PGDHRM - Excel Trainer)"
UCWv7vMbMWH4-V0ZXdmDpPBA,Programming with Mosh,7,4780000,252007468,243,2014-10-07T00:40:53Z,US,UUWv7vMbMWH4-V0ZXdmDpPBA,"Hi! I'm Mosh 👋, a software engineer with over 20 years of experience.  I'm all about clear, concise, practical coding tutorials – no fluff, just the good stuff! My courses focus on real-world projects and the skills that will get you hired. I've helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

For sponsorships: partners@codewithmosh.com
"
UCk7NcgnqCmui1AV7MTXZwOw,Ankit Bansal,12,163000,7793822,239,2010-02-09T10:31:57Z,IN,UUk7NcgnqCmui1AV7MTXZwOw,"Welcome to the channel! I’m Ankit, a Data Engineer at Amazon with over 13 years of experience in Data Analytics and Engineering and founder of NamasteSQL.com 

Throughout my career, I’ve worked with a wide range of tools and technologies but one constant has been SQL. I’ve been writing SQL every single day for the past 12 years, and I truly enjoy it.

This channel is my way of sharing that passion with you. You’ll find videos that cover:
• Core SQL concepts
• Real-world, scenario-based SQL questions
• Practical content on Python  , SQL and data              engineering related topics.

If you’re looking to strengthen your data skills or fall in love with SQL like I did, you’re in the right place. Subscribe and join the learning journey!

📩 Business Enquiries: ankitbansal1988@gmail.com"
UCuaf89M0Lt5pmXzaUssXHvw,Chandoo - Tech in Telugu,11,126000,4283382,29,2022-09-16T06:20:12.894318Z,NZ,UUuaf89M0Lt5pmXzaUssXHvw,"Learn about Data Analytics, SQL, Excel, Power BI, Python, Coding, technology and business in Telugu. 

🤵About me:
I am tech entrepreneur with over 20 years of experience in data analytics and IT. After running a successful multi-million $ business, I am now semi-retired and focus on sharing my skills and knowledge with the world in my mother tongue తెలుగు. I live in New Zealand, but I am originally from Machilipatnam (Bandar) in Andhra Pradesh.

Apart from this Telugu YouTube channel, I also run a popular English channel ( https://www.youtube.com/channel/UC8uU_wruBMHeeRma49dtZKA/) and a website (https://chandoo.org/wp) where you can learn more about data technologies like Excel, Power BI & SQL.


🔗 Connect with me:

📺 Main channel - https://www.youtube.com/channel/UC8uU_wruBMHeeRma49dtZKA/
🌐 Website - https://chandoo.org/wp/
📷 Instagram - https://www.instagram.com/chandoo.xlsx/
📰 LinkedIn - https://www.linkedin.com/in/purnaduggirala/
"
